id,search_criteria,address,listingUrl,price,beds,baths,area,coord,zestimate,priceReduction,brokerName,crawl_url_result,days_on_market,page_views,listing_agent,year_built,hoa_fees,property_tax,school_ratings,neighborhood_desc,broker,city,state,zip_code
23,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,324 Avila St San Francisco CA 94123,https://www.zillow.com/homedetails/324AvilaStSanFranciscoCA94123/15069938_zpid/,2495000 ,4,4,3145.0,37.804348122.44089,2505500.0,,KW Advisors,"{""days_on_market"":""11 days""""page_views"":""4090""""listing_agent"":""Jeffrey A. Stephenson DRE #01930593 Tim A. Brown DRE #00580970""""year_built"":""""""hoa_fees"":""""""property_tax"":""2737""""school_ratings"":""Sherman Elementary School: 6/10 Marina Middle School: 6/10 Galileo High School: 8/10""""neighborhood_desc"":""Spacious singlefamily home in northside San Francisco's coveted Marina neighborhood. Three levels include a main floor with living room w/ fireplace formal dining room and a family/great room off the kitchen with garden access. A full bath adds additional convenience here. The upper floor is the perfect luxury retreat featuring a primary bedroom with spacious walkin closet. A full bath and an oversize sunroom/bedroom is also found here. At ground level two bedrooms are complete with ensuite baths. A spacious den laundry room and access to the yard and garage round out the floor. SolarCity panels located on the roof help lower your electricity expenses. This wonderful residence is near the Marina Green St. Francis Yacht Club Crissy Field Fort Mason and the plentiful shops restaurants and cafes of Chestnut Street.""}",,,,,,,,,Thomas-Stewart,San Francisco,CA,94123
24,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,3131 Pierce St #303 San Francisco CA 94131,https://www.zillow.com/homedetails/3131PierceSt303SanFranciscoCA94131/337887604_zpid/,1595000 ,2,2,1198.0,37.799202122.43944,,,Compass,"{""days_on_market"":""4 days""""page_views"":""558""""listing_agent"":""Ruth Krishnan DRE #01862279 Compass""""year_built"":""2021""""hoa_fees"":""955/mo""""property_tax"":""21127""""school_ratings"":""5/10 8/10 8/10""""neighborhood_desc"":""Ideally located in Cow Hollow you're just one block from Chestnut Street's vibrant retail and steps from the Union Street corridor. Walkable to the Presidio Crissy Beach and Fort Mason Farmer's Market.""}",,,,,,,,,Ramirez Group,San Francisco,CA,94131
25,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,652 4th Ave San Francisco CA 94118,https://www.zillow.com/homedetails/6524thAveSanFranciscoCA94118/15098481_zpid/,999950 ,2,1,1015.0,37.776337122.461464,1020900.0,,Flannery Real Estate,,,,,,,,,,Parker Hunt and Chavez,San Francisco,CA,94118
26,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,2869 Clay St San Francisco CA 94115,https://www.zillow.com/homedetails/2869ClayStSanFranciscoCA94115/117672829_zpid/,2150000 ,3,2,1895.0,37.789677122.4402,2075500.0,145000 (Sep 5),Compass,,,,,,,,,,Johnson Wallace and Howe,San Francisco,CA,94115
27,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,135 Avila St San Francisco CA 94123,https://www.zillow.com/homedetails/135AvilaStSanFranciscoCA94123/15070273_zpid/,4300000 ,3,3,2606.0,37.80173122.44085,,,Compass,,,,,,,,,,Flores LLC,San Francisco,CA,94123
28,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,3169 Washington St San Francisco CA 94115,https://www.zillow.com/homedetails/3169WashingtonStSanFranciscoCA94115/15081870_zpid/,7850000 ,5,7,4571.0,37.78996122.44538,,,,,,,,,,,,,Williams Gates and Lang,San Francisco,CA,94115
29,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,2604 Pacific Ave San Francisco CA 94115,https://www.zillow.com/homedetails/2604PacificAveSanFranciscoCA94115/15073348_zpid/,14950000 ,6,7,6520.0,37.793133122.43855,,,Compass,,,,,,,,,,Blair-Edwards,San Francisco,CA,94115
30,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,2763 Filbert St San Francisco CA 94123,https://www.zillow.com/homedetails/2763FilbertStSanFranciscoCA94123/15080486_zpid/,6200000 ,4,4,4815.0,37.796566122.44485,,650000 (Sep 9),Sotheby\'s International Realty,,,,,,,,,,Fisher Prince and Cruz,San Francisco,CA,94123
31,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,823 Fillmore St San Francisco CA 94117,https://www.zillow.com/homedetails/823FillmoreStSanFranciscoCA94117/184817117_zpid/,1795000 ,5,5,3193.0,37.777023122.43174,1712300.0,100000 (Aug 22),Corcoran Icon Properties,,,,,,,,,,Vargas-Jackson,San Francisco,CA,94117
32,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,1021 Divisadero St San Francisco CA 94115,https://www.zillow.com/homedetails/1021DivisaderoStSanFranciscoCA94115/440412668_zpid/,1199000 ,3,3,1500.0,37.779003122.43898,,,City Real Estate,,,,,,,,,,Stanton PLC,San Francisco,CA,94115
33,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,1864 Ellis St San Francisco CA 94115,https://www.zillow.com/homedetails/1864EllisStSanFranciscoCA94115/2070773728_zpid/,599000 ,2,1,825.0,37.78223122.43689,580200.0,50000 (Sep 11),Berkshire HathawayFranciscan,,,,,,,,,,Shannon PLC,San Francisco,CA,94115
34,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,2154 Pacific Ave San Francisco CA 94115,https://www.zillow.com/homedetails/2154PacificAveSanFranciscoCA94115/332851120_zpid/,6995000 ,7,8,6415.0,37.79413122.43074,,1000000 (Sep 9),Sotheby\'s International Realty,,,,,,,,,,Medina Group,San Francisco,CA,94115
35,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,190 Cervantes Blvd APT 103 San Francisco CA 94123,https://www.zillow.com/homedetails/190CervantesBlvdAPT103SanFranciscoCA94123/15069918_zpid/,829000 ,1,1,775.0,37.804962122.44036,858100.0,,Sotheby\'s International Realty,,,,,,,,,,Mullen Group,San Francisco,CA,94123
36,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,2853 Broderick St San Francisco CA 94123,https://www.zillow.com/homedetails/2853BroderickStSanFranciscoCA94123/332851987_zpid/,9500000 ,6,6,4526.0,37.796703122.44416,9163300.0,,,,,,,,,,,,Garrison-Perez,San Francisco,CA,94123
37,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,215 3rd Ave San Francisco CA 94118,https://www.zillow.com/homedetails/2153rdAveSanFranciscoCA94118/15091496_zpid/,4998000 ,6,6,4415.0,37.784386122.46163,4842500.0,,Compass,,,,,,,,,,Cook Ltd,San Francisco,CA,94118
38,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,1863 Pine St San Francisco CA 94109,https://www.zillow.com/homedetails/1863PineStSanFranciscoCA94109/15075455_zpid/,2395000 ,3,4,1860.0,37.78868122.42645,2313400.0,100000 (Sep 13),Vanguard Properties,,,,,,,,,,Chandler LLC,San Francisco,CA,94109
39,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,1709 Broderick St San Francisco CA 94115,https://www.zillow.com/homedetails/1709BroderickStSanFranciscoCA94115/15083084_zpid/,6500000 ,4,4,3737.0,37.786144122.437256,6811300.0,,Coldwell Banker Realty,,,,,,,,,,Lewis-Peters,San Francisco,CA,94115
40,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,2295 Vallejo St APT 302 San Francisco CA 94123,https://www.zillow.com/homedetails/2295VallejoStAPT302SanFranciscoCA94123/15072603_zpid/,998000 ,1,1,775.0,37.794987122.434746,1055700.0,,Compass,,,,,,,,,,Ball-Terry,San Francisco,CA,94123
41,https://www.zillow.com/sanfranciscoca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.46726504045411%2C%22east%22%3A122.42529383378907%2C%22south%22%3A37.775941682611226%2C%22north%22%3A37.80500610598571%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A20330%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22sqft%22%3A%7B%22min%22%3A750%2C%22max%22%3A7500%7D%2C%22lot%22%3A%7B%22min%22%3A1000%2C%22max%22%3A4356000%2C%22units%22%3Anull%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%7D,2829 California St APT 1C San Francisco CA 94115,https://www.zillow.com/homedetails/2829CaliforniaStAPT1CSanFranciscoCA94115/348794996_zpid/,502159 ,2,2,963.0,37.787655122.4409,489600.0,,Real Estate Revolution,,,,,,,,,,West-Tran,San Francisco,CA,94115
42,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.27208920044437%2C%22east%22%3A122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,4074 Farm Hill Blvd APT 5 Redwood City CA 94061,https://www.zillow.com/homedetails/4074FarmHillBlvdAPT5RedwoodCityCA94061/15635336_zpid/,789950 ,2,3,1098.0,37.449566122.260574,826300.0,,,,,,,,,,,,Thomas and Sons,Redwood City,CA,94061
43,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.27208920044437%2C%22east%22%3A122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,1170 May Brown Ave Menlo Park CA 94025,https://www.zillow.com/homedetails/1170MayBrownAveMenloParkCA94025/15594577_zpid/,14200000 ,8,9,7617.0,37.444504122.192085,14183500.0,,,,,,,,,,,,Morton PLC,Menlo Park,CA,94025
44,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.27208920044437%2C%22east%22%3A122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,3907 Jefferson Ave Redwood City CA 94062,https://www.zillow.com/homedetails/3907JeffersonAveRedwoodCityCA94062/15571802_zpid/,3498000 ,4,3,3030.0,37.461132122.26193,3629500.0,,,,,,,,,,,,Anderson-Coleman,Redwood City,CA,94062
45,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.27208920044437%2C%22east%22%3A122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,715 Windsor Way Redwood City CA 94061,https://www.zillow.com/homedetails/715WindsorWayRedwoodCityCA94061/15574960_zpid/,2050000 ,3,2,1750.0,37.468086122.24473,2157900.0,,,,,,,,,,,,Compton LLC,Redwood City,CA,94061
46,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.27208920044437%2C%22east%22%3A122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,1240 Woodside Rd APT 15 Redwood City CA 94061,https://www.zillow.com/homedetails/1240WoodsideRdAPT15RedwoodCityCA94061/15641984_zpid/,725000 ,2,2,1035.0,37.459248122.2272,710600.0,4950 (Sep 7),,,,,,,,,,,Hall Nelson and Griffin,Redwood City,CA,94061
47,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A122.27208920044437%2C%22east%22%3A122.18814678711429%2C%22south%22%3A37.437499385283914%2C%22north%22%3A37.49588201461651%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22beds%22%3A%7B%22min%22%3A1%7D%2C%22baths%22%3A%7B%22min%22%3A1%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%2C%22pagination%22%3A%7B%7D%7D,2003 Idaho Ct Redwood City CA 94061,https://www.zillow.com/homedetails/2003IdahoCtRedwoodCityCA94061/15591954_zpid/,1699000 ,3,2,1030.0,37.45455122.23165,1765400.0,,,,,,,,,,,,Lopez Inc,Redwood City,CA,94061
